4506,1,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,1007.20,19.61,N/A,N/A,-86
����������������������������������������������������������������506,2,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.20,1007.21,1007.21,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.20,1007.20,19.53,N/A,N/A,-109
6006,2,1007.19,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.21,1007.20,1007.20,1007.19,1007.20,1007.20,1007.19,1007.19,19.53,0.000000,0.000000,-102
6506,2,1007.19,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.18,1007.18,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,19.53,N/A,N/A,-94
7006,2,1007.19,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.19,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.20,19.50,0.000000,0.000000,-96
7506,2,1007.21,1007.21,1007.20,1007.20,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.20,1007.19,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,19.57,N/A,N/A,-96
8006,2,1007.19,1007.19,1007.21,1007.20,1007.20,1007.20,1007.20,1007.19,1007.20,1007.20,1007.20,1007.19,1007.19,1007.20,1007.20,1007.20,1007.21,1007.20,1007.20,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,19.57,0.000000,0.000000,-96
8506,2,1007.21,1007.21,1007.21,1007.21,1007.21,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.20,1007.20,19.53,N/A,N/A,-97
9006,2,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.20,1007.19,1007.19,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,19.53,0.000000,0.000000,-97
9506,2,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.19,19.65,N/A,N/A,-94
10506,2,1007.20,1007.21,1007.20,1007.20,1007.19,1007.19,1007.19,1007.20,1007.20,1007.21,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.20,1007.21,1007.21,1007.21,1007.21,1007.21,1007.20,19.57,N/A,N/A,-91
11006,2,1007.20,1007.20,1007.21,1007.21,1007.21,1007.21,1007.21,1007.20,1007.21,1007.21,1007.21,1007.20,1007.20,1007.21,1007.21,1007.20,1007.20,1007.20,1007.21,1007.21,1007.21,1007.21,1007.20,1007.20,1007.21,19.53,0.000000,0.000000,-101
11506,2,1007.21,1007.21,1007.20,1007.20,1007.21,1007.21,1007.21,1007.21,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.21,1007.21,1007.21,1007.21,1007.21,1007.20,1007.21,1007.21,1007.21,19.57,N/A,N/A,-98
12006,2,1007.21,1007.21,1007.21,1007.21,1007.21,1007.21,1007.21,1007.21,1007.20,1007.21,1007.21,1007.21,1007.21,1007.21,1007.21,1007.21,1007.20,1007.20,1007.20,1007.21,1007.20,1007.20,1007.20,1007.20,1007.20,19.50,0.000000,0.000000,-100
12506,2,1007.20,1007.21,1007.21,1007.22,1007.22,1007.21,1007.20,1007.20,1007.21,1007.21,1007.21,1007.20,1007.20,1007.20,1007.21,1007.21,1007.21,1007.20,1007.20,1007.21,1007.21,1007.21,1007.21,1007.21,1007.21,19.53,N/A,N/A,-98
13006,2,1007.21,1007.21,1007.21,1007.20,1007.21,1007.21,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.20,1007.20,1007.21,1007.20,1007.20,1007.21,1007.21,1007.21,1007.21,1007.20,1007.20,1007.20,1007.20,19.53,0.000000,0.000000,-102
13506,2,1007.20,1007.20,1007.20,1007.20,1007.21,1007.21,1007.20,1007.20,1007.20,1007.22,1007.21,1007.21,1007.21,1007.21,1007.20,1007.20,1007.20,1007.20,1007.21,1007.21,1007.20,1007.20,1007.20,1007.20,1007.21,19.57,N/A,N/A,-99
14006,2,1007.21,1007.21,1007.20,1007.20,1007.21,1007.21,1007.22,1007.21,1007.21,1007.21,1007.21,1007.21,1007.21,1007.21,1007.21,1007.21,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.21,19.57,0.000000,0.000000,-99
14506,2,1007.21,1007.21,1007.20,1007.20,1007.21,1007.21,1007.21,1007.21,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.21,1007.21,1007.21,1007.20,1007.20,1007.20,1007.21,19.53,N/A,N/A,-96
15006,2,1007.21,1007.21,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.21,1007.21,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.21,1007.21,1007.21,1007.20,1007.20,1007.20,1007.22,19.57,0.000000,0.000000,-100
15506,2,1007.21,1007.21,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,1007.20,1007.20,1007.20,1007.19,1007.20,1007.20,1007.21,1007.21,1007.21,19.53,N/A,N/A,-98
16006,2,1007.20,1007.20,1007.20,1007.21,1007.21,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.21,1007.21,1007.21,1007.20,1007.20,1007.20,1007.20,1007.20,19.50,0.000000,0.000000,-97
16506,2,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.20,1007.21,1007.21,1007.20,1007.20,1007.20,1007.21,1007.21,1007.21,1007.20,1007.20,1007.20,1007.20,1007.20,19.57,N/A,N/A,-97
17006,2,1007.21,1007.21,1007.21,1007.21,1007.21,1007.21,1007.21,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.20,1007.20,1007.20,1007.20,19.50,0.000000,0.000000,-99
17506,2,1007.20,1007.21,1007.21,1007.21,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.21,1007.21,1007.21,1007.20,1007.20,1007.20,1007.20,1007.20,1007.21,1007.21,1007.20,1007.20,19.57,N/A,N/A,-98
18006,2,1007.20,1007.20,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.20,1007.19,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.21,1007.21,1007.20,1007.20,1007.20,1007.21,1007.21,1007.21,1007.20,19.61,0.000000,0.000000,-99
18506,2,1007.21,1007.21,1007.21,1007.21,1007.20,1007.21,1007.21,1007.21,1007.21,1007.21,1007.21,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,19.50,N/A,N/A,-97
19006,2,1007.19,1007.19,1007.20,1007.20,1007.20,1007.21,1007.21,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,1007.20,1007.20,1007.21,19.61,0.000000,0.000000,-98
19506,2,1007.21,1007.21,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,19.53,N/A,N/A,-97
20006,2,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.21,1007.21,1007.21,1007.21,1007.21,1007.21,1007.21,1007.21,1007.21,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.21,1007.21,19.50,0.000000,0.000000,-97
20506,2,1007.21,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.21,1007.21,1007.21,1007.21,1007.20,1007.20,1007.20,1007.20,1007.21,1007.21,1007.21,1007.21,1007.21,1007.20,1007.20,1007.20,1007.20,1007.19,19.53,N/A,N/A,-97
21006,2,1007.19,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.20,1007.20,1007.19,1007.21,1007.21,1007.21,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.21,1007.20,19.57,0.000000,0.000000,-106
21506,2,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.21,1007.20,1007.20,1007.20,1007.19,1007.19,1007.20,1007.20,1007.20,1007.19,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,19.61,N/A,N/A,-93
22006,2,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,19.57,0.000000,0.000000,-94
22506,2,1007.20,1007.20,1007.21,1007.21,1007.20,1007.19,1007.19,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.20,1007.19,1007.19,1007.18,1007.21,1007.21,1007.21,1007.21,1007.20,1007.19,1007.19,1007.20,19.57,N/A,N/A,-94
23006,2,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.21,1007.21,1007.21,1007.19,1007.19,1007.20,1007.20,1007.20,1007.21,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,19.53,0.000000,0.000000,-95
23506,2,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,19.57,N/A,N/A,-94
24006,2,1007.20,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.18,1007.18,19.57,0.000000,0.000000,-94
24506,2,1007.18,1007.19,1007.19,1007.18,1007.18,1007.18,1007.19,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.18,1007.18,19.57,N/A,N/A,-92
25006,2,1007.18,1007.18,1007.19,1007.19,1007.19,1007.19,1007.19,1007.18,1007.18,1007.19,1007.18,1007.18,1007.18,1007.18,1007.18,1007.19,1007.19,1007.19,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,19.50,0.000000,0.000000,-99
25506,2,1007.19,1007.19,1007.18,1007.18,1007.18,1007.19,1007.19,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.18,1007.18,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.20,19.53,N/A,N/A,-97
26006,2,1007.20,1007.20,1007.19,1007.19,1007.19,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.20,1007.18,1007.18,1007.18,1007.19,1007.19,1007.20,1007.20,1007.20,1007.18,1007.18,1007.19,19.50,0.000000,0.000000,-98
26506,2,1007.18,1007.18,1007.18,1007.18,1007.18,1007.19,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.18,1007.18,1007.19,1007.19,1007.19,19.61,N/A,N/A,-102
27006,2,1007.19,1007.19,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.18,1007.18,1007.19,1007.19,1007.19,1007.19,1007.19,1007.18,1007.19,1007.19,1007.19,1007.19,1007.19,19.57,0.000000,0.000000,-95
27506,2,1007.20,1007.19,1007.19,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.18,1007.18,1007.18,1007.18,1007.18,1007.19,1007.19,1007.19,1007.19,1007.18,1007.18,1007.18,1007.18,19.53,N/A,N/A,-97
28006,2,1007.19,1007.19,1007.19,1007.18,1007.19,1007.19,1007.18,1007.18,1007.18,1007.18,1007.17,1007.17,1007.18,1007.18,1007.19,1007.18,1007.18,1007.17,1007.17,1007.17,1007.17,1007.18,1007.18,1007.20,1007.20,19.50,0.000000,0.000000,-104
28506,2,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.18,1007.18,1007.18,1007.19,1007.19,1007.19,1007.19,1007.18,1007.18,1007.18,1007.18,1007.18,1007.19,1007.19,1007.19,1007.18,1007.18,1007.19,1007.19,19.50,N/A,N/A,-119
29006,2,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.18,1007.18,1007.19,1007.19,1007.19,1007.19,1007.18,1007.18,1007.18,1007.19,1007.19,1007.19,1007.18,1007.18,1007.18,19.50,0.000000,0.000000,-101
29506,2,1007.19,1007.19,1007.19,1007.19,1007.18,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.20,1007.19,1007.19,1007.19,19.53,N/A,N/A,-101
30006,2,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.18,1007.18,19.57,0.000000,0.000000,-101
30506,2,1007.19,1007.19,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.19,1007.19,19.53,N/A,N/A,-99
31006,2,1007.19,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.17,1007.17,1007.17,19.53,0.000000,0.000000,-98
31506,2,1007.18,1007.18,1007.18,1007.17,1007.17,1007.17,1007.19,1007.19,1007.19,1007.18,1007.18,1007.18,1007.19,1007.19,1007.19,1007.19,1007.19,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.19,1007.19,19.53,N/A,N/A,-100
32006,2,1007.19,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.19,1007.19,1007.19,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.19,1007.18,1007.18,1007.18,1007.19,19.57,0.000000,0.000000,-92
32506,2,1007.19,1007.19,1007.19,1007.19,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.19,1007.19,1007.19,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.19,1007.19,1007.19,1007.19,19.53,N/A,N/A,-101
33006,2,1007.18,1007.18,1007.17,1007.17,1007.16,1007.18,1007.18,1007.18,1007.19,1007.19,1007.19,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.17,1007.17,1007.17,1007.18,19.53,0.000000,0.000000,-101
33506,2,1007.18,1007.18,1007.18,1007.18,1007.18,1007.17,1007.17,1007.18,1007.19,1007.19,1007.20,1007.19,1007.19,1007.18,1007.19,1007.19,1007.19,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.17,19.53,N/A,N/A,-109
34006,2,1007.17,1007.17,1007.17,1007.17,1007.17,1007.18,1007.18,1007.18,1007.18,1007.17,1007.17,1007.17,1007.18,1007.18,1007.17,1007.17,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,19.57,0.000000,0.000000,-106
34506,2,1007.18,1007.17,1007.17,1007.19,1007.19,1007.18,1007.17,1007.17,1007.18,1007.18,1007.18,1007.17,1007.18,1007.18,1007.19,1007.18,1007.18,1007.19,1007.19,1007.19,1007.18,1007.18,1007.19,1007.19,1007.19,19.50,N/A,N/A,-107
35006,2,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.19,1007.19,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.19,1007.18,1007.18,1007.19,1007.18,19.61,0.000000,0.000000,-104
35506,2,1007.18,1007.18,1007.18,1007.17,1007.17,1007.17,1007.18,1007.18,1007.18,1007.18,1007.19,1007.19,1007.18,1007.17,1007.17,1007.18,1007.19,1007.19,1007.18,1007.18,1007.17,1007.18,1007.18,1007.18,1007.18,19.65,N/A,N/A,-111
36006,2,1007.18,1007.18,1007.17,1007.17,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,1007.19,1007.19,1007.19,1007.18,19.57,0.000000,0.000000,-108
36506,2,1007.18,1007.18,1007.19,1007.19,1007.19,1007.18,1007.18,1007.18,1007.18,1007.18,1007.19,1007.18,1007.18,1007.17,1007.17,1007.17,1007.17,1007.17,1007.18,1007.18,1007.18,1007.18,1007.17,1007.17,1007.17,19.61,N/A,N/A,-105
37006,2,1007.17,1007.17,1007.18,1007.18,1007.18,1007.19,1007.19,1007.18,1007.17,1007.17,1007.17,1007.18,1007.18,1007.18,1007.18,1007.18,1007.19,1007.18,1007.18,1007.18,1007.19,1007.19,1007.18,1007.18,1007.18,19.53,0.000000,0.000000,-103
37506,2,1007.18,1007.18,1007.18,1007.19,1007.19,1007.19,1007.18,1007.18,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.18,1007.18,1007.18,1007.19,1007.19,1007.19,1007.18,1007.18,1007.18,1007.18,1007.18,19.65,N/A,N/A,-104
38006,2,1007.18,1007.19,1007.19,1007.19,1007.19,1007.18,1007.18,1007.18,1007.18,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.18,1007.18,1007.18,1007.18,1007.18,1007.18,19.57,0.000000,0.000000,-105
38506,2,1007.18,1007.19,1007.19,1007.18,1007.18,1007.18,1007.18,1007.19,1007.19,1007.18,1007.18,1007.18,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.18,1007.18,19.57,N/A,N/A,-104
39006,2,1007.18,1007.18,1007.18,1007.19,1007.18,1007.18,1007.18,1007.19,1007.19,1007.18,1007.17,1007.17,1007.18,1007.17,1007.17,1007.18,1007.18,1007.18,1007.19,1007.19,1007.18,1007.18,1007.18,1007.18,1007.19,19.50,0.000000,0.000000,-97
39506,2,1007.19,1007.19,1007.19,1007.19,1007.17,1007.17,1007.17,1007.18,1007.18,1007.18,1007.19,1007.19,1007.18,1007.19,1007.19,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.18,19.50,N/A,N/A,-105
40006,2,1007.18,1007.18,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.19,19.53,0.000000,0.000000,-93
40506,2,1007.18,1007.18,1007.19,1007.19,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.18,1007.18,1007.18,1007.19,1007.19,1007.19,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.18,19.61,N/A,N/A,-94
41506,2,1007.19,1007.19,1007.19,1007.20,1007.20,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.19,1007.18,1007.18,1007.19,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,19.53,N/A,N/A,-96
42006,2,1007.19,1007.19,1007.19,1007.20,1007.21,1007.21,1007.20,1007.20,1007.19,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,19.50,0.000000,0.000000,-95
42506,2,1007.19,1007.19,1007.19,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.20,1007.20,1007.19,1007.19,1007.19,1007.20,1007.20,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.20,1007.19,19.57,N/A,N/A,-95
43006,2,1007.19,1007.19,1007.20,1007.20,1007.20,1007.20,1007.19,1007.18,1007.18,1007.19,1007.20,1007.20,1007.19,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.18,1007.18,19.50,0.000000,0.000000,-102
43506,2,1007.18,1007.18,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.18,1007.18,1007.19,1007.19,1007.19,1007.20,1007.20,1007.19,1007.19,1007.19,1007.20,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,19.53,N/A,N/A,-109
44006,2,1007.18,1007.18,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.20,1007.20,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,19.50,0.000000,0.000000,-109
44506,2,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,1007.19,19.57,N/A,N/A,-110
45006,2,1007.20,1007.20,1007.21,1007.19,1007.19,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.20,1007.20,19.50,0.000000,0.000000,-110
45506,2,1007.19,1007.19,1007.19,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.20,1007.20,1007.20,1007.20,1007.20,1007.19,1007.19,1007.19,1007.19,1007.20,1007.20,1007.19,1007.20,1007.20,1007.21,1007.21,19.46,N/A,N/A,-112
